RECORDING_SESSION_LABEL	TRIAL_INDEX	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	calibration	condition	phase	session	video_file	video_id	video_latency	DATA_FILE	EYE_USED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_21	IA_FSA_COUNT_22	IA_FSA_COUNT_23	IA_FSA_COUNT_24	IA_FSA_DURATION_21	IA_FSA_DURATION_22	IA_FSA_DURATION_23	IA_FSA_DURATION_24	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT	bg	bg_code	frame_number
Lilly_1	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_1	3	False	cuckoo_32.mp4	hab	hab3	control_session	occlusion_habituation_100fps.mp4	7	4500	Lilly_1.edf	RIGHT	condition: phase	138000.00	3522.00	620	1549	0.5462	false	.	114	2	22	[22]	2	3472	1	83.20	472.60	1	1549	5041	0.4000	2	133.20	-650.40	3472	14.63	-172.36	3471	1	3415	0.4000	2	0	0	1	.	0	0	1435	.	.	23	.	left_AOI	1435	1	3607	-28.00	517.30	1549	5041	0.4000	2	133.20	-650.40	3472	1.57	-167.31	3606	2	3586	-50	1	1	4042.00	3002.00	.	0	0	0	0	0	0	1549	250	1	1435	1	3607	-28.00	517.30	.	.	.	.	.	.	.	1549	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0]	true	1209157	6	video_running	true	1205804	Fixations	2836.00	5	3	Trial: 3	1202545	2	.	.	.
Lilly_1	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_1	4	False	cuckoo_32.mp4	con	test	control_session	occlusion_reappear_100fps.mp4	8	13500	Lilly_1.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	right_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	774	0	0	.	.	.	.	.	.	.	.	.	.	1074	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0, 22, 23]	true	1214690	6	video_running	true	1211331	Fixations	2907.00	6	4	Trial: 4	1210973	2	.	.	.
Lilly_1	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_1	4	False	cuckoo_32.mp4	con	test	control_session	occlusion_reappear_100fps.mp4	8	13500	Lilly_1.edf	RIGHT	condition: phase	138000.00	2179.00	620	586	0.2016	false	.	150	1	.	.	1	358	0	444.80	479.80	1	150	507	0.1667	1	58.80	.	358	.	.	.	.	.	0.3333	2	0	0	2	0	0	0	507	0	.	22	.	pole_AOI	436	2	2816	680.70	507.30	436	3251	0.1667	1	294.70	0.90	2816	7.63	2.73	2815	4	2750	386	0	0	2325.00	2033.00	.	0	0	0	0	0	0	150	686	2	436	2	2816	680.70	507.30	436	3251	0.1667	1	294.70	0.90	2816	150	0	146	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0, 22, 23]	true	1214690	6	video_running	true	1211331	Fixations	2907.00	6	4	Trial: 4	1210973	2	.	.	.
Lilly_1	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_1	4	False	cuckoo_32.mp4	con	test	control_session	occlusion_reappear_100fps.mp4	8	13500	Lilly_1.edf	RIGHT	condition: phase	138000.00	2624.33	620	2184	0.7513	false	.	146	2	22	[22]	2	598	1	73.40	502.10	1	1823	2444	0.3333	2	123.40	-494.80	598	10.85	-175.80	597	1	508	0.5000	3	0	0	1	0	0	0	1677	0	.	23	.	left_AOI	361	2	3356	-22.90	400.50	361	3717	0.1667	1	27.10	-730.70	3356	21.59	174.30	3355	5	3252	-50	1	1	2913.00	2467.00	.	0	0	0	0	0	0	2620	250	2	1677	1	768	-15.70	538.30	361	3717	0.1667	1	27.10	-730.70	3356	2184	0	.	.	361	2	3356	-22.90	400.50	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0, 22, 23]	true	1214690	6	video_running	true	1211331	Fixations	2907.00	6	4	Trial: 4	1210973	2	.	.	.
Lilly_1	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_1	4	False	cuckoo_32.mp4	con	test	control_session	occlusion_reappear_100fps.mp4	8	13500	Lilly_1.edf	RIGHT	condition: phase	9503.32	.	524	0	0.0000	true	13521	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	22	ball_AoI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-41	0	0	.	.	.	.	.	.	.	.	.	.	69	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	0	.	.	.	.	.	.	.	.	.	.	.	.	414	ELLIPSE	[22, 23, 0, 22, 23]	true	1214690	6	video_running	true	1211331	Fixations	2907.00	6	4	Trial: 4	1210973	2	.	.	.
Lilly_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	1	False	trigger_q_32.mp4	hab	hab1	test_session	occlusion_habituation_100fps.mp4	1	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	.	0	0	0	.	.	21	.	right_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	774	0	0	.	.	.	.	.	.	.	.	.	.	1074	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0]	true	342711	6	video_running	true	339354	Fixations	3160.00	5	3	Trial: 1	336563	2	.	.	.
Lilly_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	1	False	trigger_q_32.mp4	hab	hab1	test_session	occlusion_habituation_100fps.mp4	1	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	7406.00	620	217	0.0687	false	.	217	1	.	.	1	2791	0	590.20	351.70	1	217	3007	0.2000	1	204.20	.	2791	.	.	.	.	.	0.2000	1	0	0	1	.	0	0	170	.	.	22	.	pole_AOI	217	1	2791	590.20	351.70	217	3007	0.2000	1	204.20	.	2791	.	.	.	.	.	386	0	0	7406.00	7406.00	.	0	0	0	0	0	0	217	686	1	.	.	.	.	.	.	.	.	.	.	.	.	217	0	170	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0]	true	342711	6	video_running	true	339354	Fixations	3160.00	5	3	Trial: 1	336563	2	.	.	.
Lilly_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	1	False	trigger_q_32.mp4	hab	hab1	test_session	occlusion_habituation_100fps.mp4	1	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	5034.67	620	2434	0.7703	false	.	170	2	22	[22]	2	3066	1	56.70	439.50	1	2434	5527	0.6000	3	106.70	-640.20	3066	14.65	-173.47	3065	1	3008	0.6000	3	0	0	2	.	0	0	2264	.	.	23	.	left_AOI	2056	1	3472	57.40	520.80	2434	5527	0.6000	3	106.70	-640.20	3066	0.47	19.17	3471	3	3462	-50	1	1	5916.00	4573.00	.	0	0	0	0	0	0	2434	250	1	208	1	3254	15.40	513.10	.	.	.	.	.	.	.	2434	0	.	.	2056	1	3472	57.40	520.80	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0]	true	342711	6	video_running	true	339354	Fixations	3160.00	5	3	Trial: 1	336563	2	.	.	.
Lilly_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	2	False	trigger_q_32.mp4	hab	hab2	test_session	occlusion_habituation_100fps.mp4	2	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	.	0	0	0	.	.	21	.	right_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	774	0	0	.	.	.	.	.	.	.	.	.	.	1074	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0]	true	348124	6	video_running	true	344768	Fixations	3109.00	4	3	Trial: 2	344475	2	.	.	.
Lilly_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	2	False	trigger_q_32.mp4	hab	hab2	test_session	occlusion_habituation_100fps.mp4	2	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	3716.00	620	87	0.0280	false	.	87	1	.	.	1	293	0	593.50	456.60	1	87	379	0.2500	1	207.50	.	293	.	.	.	.	.	0.2500	1	0	0	1	.	0	0	227	.	.	22	.	pole_AOI	87	1	293	593.50	456.60	87	379	0.2500	1	207.50	.	293	.	.	.	.	.	386	0	0	3716.00	3716.00	.	0	0	0	0	0	0	87	686	1	.	.	.	.	.	.	.	.	.	.	.	.	87	0	227	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0]	true	348124	6	video_running	true	344768	Fixations	3109.00	4	3	Trial: 2	344475	2	.	.	.
Lilly_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	2	False	trigger_q_32.mp4	hab	hab2	test_session	occlusion_habituation_100fps.mp4	2	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	3710.00	620	2669	0.8585	false	.	227	2	22	[22]	2	478	1	42.00	483.70	1	2669	3170	0.5000	2	92.00	-643.50	478	16.16	-176.72	477	1	380	0.5000	2	0	0	1	.	0	0	2442	.	.	23	.	left_AOI	2442	1	729	-40.30	522.00	2669	3170	0.5000	2	92.00	-643.50	478	2.19	-170.02	728	2	705	-50	1	1	3808.00	3612.00	.	0	0	0	0	0	0	2669	250	1	2442	1	729	-40.30	522.00	.	.	.	.	.	.	.	2669	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0]	true	348124	6	video_running	true	344768	Fixations	3109.00	4	3	Trial: 2	344475	2	.	.	.
Lilly_2	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	3	False	trigger_q_32.mp4	hab	hab3	test_session	occlusion_habituation_100fps.mp4	3	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	.	0	0	0	.	.	21	.	right_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	774	0	0	.	.	.	.	.	.	.	.	.	.	1074	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 0]	true	353432	6	video_running	true	350080	Fixations	3287.00	2	3	Trial: 3	349827	1	.	.	.
Lilly_2	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	3	False	trigger_q_32.mp4	hab	hab3	test_session	occlusion_habituation_100fps.mp4	3	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	3290.00	620	130	0.0395	false	.	130	1	.	.	1	253	0	529.30	487.60	1	130	382	0.5000	1	143.30	.	253	.	.	.	.	.	0.5000	1	0	0	0	.	0	0	0	.	.	22	.	pole_AOI	130	1	253	529.30	487.60	130	382	0.5000	1	143.30	.	253	.	.	.	.	.	386	0	0	3290.00	3290.00	.	0	0	0	0	0	0	130	686	1	.	.	.	.	.	.	.	.	.	.	.	.	130	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 0]	true	353432	6	video_running	true	350080	Fixations	3287.00	2	3	Trial: 3	349827	1	.	.	.
Lilly_2	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	3	False	trigger_q_32.mp4	hab	hab3	test_session	occlusion_habituation_100fps.mp4	3	4500	Lilly_2.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	.	0	0	0	.	.	23	.	left_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-50	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 0]	true	353432	6	video_running	true	350080	Fixations	3287.00	2	3	Trial: 3	349827	1	.	.	.
Lilly_2	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	4	False	trigger_q_32.mp4	exp	test	test_session	occlusion_disappear_100fps.mp4	4	13500	Lilly_2.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	.	0	0	0	.	.	21	.	right_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	774	0	0	.	.	.	.	.	.	.	.	.	.	1074	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23]	true	358885	6	video_running	true	355528	Fixations	3289.00	2	3	Trial: 4	355178	2	.	.	.
Lilly_2	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	4	False	trigger_q_32.mp4	exp	test	test_session	occlusion_disappear_100fps.mp4	4	13500	Lilly_2.edf	RIGHT	condition: phase	138000.00	3505.00	620	103	0.0313	false	.	103	1	.	.	1	350	0	624.00	451.00	1	103	452	0.5000	1	238.00	.	350	.	.	.	.	.	0.5000	1	0	0	1	.	0	0	3186	.	.	22	.	pole_AOI	103	1	350	624.00	451.00	103	452	0.5000	1	238.00	.	350	.	.	.	.	.	386	0	0	3505.00	3505.00	.	0	0	0	0	0	0	103	686	1	.	.	.	.	.	.	.	.	.	.	.	.	103	0	3186	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23]	true	358885	6	video_running	true	355528	Fixations	3289.00	2	3	Trial: 4	355178	2	.	.	.
Lilly_2	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Lilly_2	4	False	trigger_q_32.mp4	exp	test	test_session	occlusion_disappear_100fps.mp4	4	13500	Lilly_2.edf	RIGHT	condition: phase	138000.00	3330.00	620	3186	0.9687	false	.	3186	2	22	[22]	2	521	1	95.50	464.10	1	3186	3707	0.5000	1	145.50	-674.00	521	15.43	-179.86	520	1	453	0.5000	1	0	0	0	.	0	0	0	.	.	23	.	left_AOI	3186	1	521	95.50	464.10	3186	3707	0.5000	1	145.50	-674.00	521	15.43	-179.86	520	1	453	-50	1	1	3330.00	3330.00	.	0	0	0	0	0	0	3186	250	1	.	.	.	.	.	.	.	.	.	.	.	.	3186	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23]	true	358885	6	video_running	true	355528	Fixations	3289.00	2	3	Trial: 4	355178	2	.	.	.
Mavie_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Mavie_1	1	False	trigger_q_64.mp4	hab	hab1	test_session	occlusion_habituation_100fps.mp4	1	4500	Mavie_1.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	.	0	0	0	.	.	21	.	right_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	774	0	0	.	.	.	.	.	.	.	.	.	.	1074	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0, 22, 0]	true	8276619	6	video_running	true	8273268	Fixations	3063.00	6	3	Trial: 1	8271978	2	.	.	.
Mavie_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Mavie_1	1	False	trigger_q_64.mp4	hab	hab1	test_session	occlusion_habituation_100fps.mp4	1	4500	Mavie_1.edf	RIGHT	condition: phase	138000.00	6044.00	620	1289	0.4208	false	.	352	1	.	.	1	1290	0	569.50	300.00	1	352	1641	0.1667	1	183.50	.	1290	.	.	.	.	.	0.3333	2	0	0	1	.	0	0	401	.	.	22	.	pole_AOI	937	2	3119	527.80	443.80	937	4055	0.1667	1	141.80	63.90	3119	4.81	5.47	3118	4	3071	386	0	0	7412.00	4676.00	.	0	0	0	0	0	0	352	686	2	937	2	3119	527.80	443.80	937	4055	0.1667	1	141.80	63.90	3119	352	0	401	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0, 22, 0]	true	8276619	6	video_running	true	8273268	Fixations	3063.00	6	3	Trial: 1	8271978	2	.	.	.
Mavie_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Mavie_1	1	False	trigger_q_64.mp4	hab	hab1	test_session	occlusion_habituation_100fps.mp4	1	4500	Mavie_1.edf	RIGHT	condition: phase	138000.00	5344.50	620	893	0.2915	false	.	401	2	22	[22]	2	1711	1	45.10	503.80	1	893	2620	0.3333	2	95.10	-619.50	1711	14.73	-166.01	1710	1	1642	0.3333	2	0	0	1	.	0	0	492	.	.	23	.	left_AOI	492	1	2129	85.20	511.40	893	2620	0.3333	2	95.10	-619.50	1711	0.84	-15.92	2128	2	2112	-50	1	1	5414.00	5275.00	.	0	0	0	0	0	0	1830	250	1	492	1	2129	85.20	511.40	.	.	.	.	.	.	.	893	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0, 22, 0]	true	8276619	6	video_running	true	8273268	Fixations	3063.00	6	3	Trial: 1	8271978	2	.	.	.
Mavie_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Mavie_1	2	False	trigger_q_64.mp4	hab	hab2	test_session	occlusion_habituation_100fps.mp4	2	4500	Mavie_1.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	.	0	0	0	.	.	21	.	right_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	774	0	0	.	.	.	.	.	.	.	.	.	.	1074	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 22]	true	8285046	6	video_running	true	8281696	Fixations	3173.00	4	3	Trial: 2	8278341	2	.	.	.
Mavie_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Mavie_1	2	False	trigger_q_64.mp4	hab	hab2	test_session	occlusion_habituation_100fps.mp4	2	4500	Mavie_1.edf	RIGHT	condition: phase	138000.00	5189.00	620	1911	0.6023	false	.	388	1	.	.	1	3355	0	493.40	318.10	1	388	3742	0.2500	1	107.40	.	3355	.	.	.	.	.	0.5000	2	0	0	1	.	0	0	764	.	.	22	.	pole_AOI	1523	2	5182	539.40	476.40	1523	6705	0.2500	1	153.40	163.60	5182	7.76	3.69	5181	3	5112	386	0	0	5668.00	4710.00	.	1	1	0	0	0	0	388	686	2	1523	2	5182	539.40	476.40	1523	6705	0.2500	1	153.40	163.60	5182	388	0	764	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 22]	true	8285046	6	video_running	true	8281696	Fixations	3173.00	4	3	Trial: 2	8278341	2	.	.	.
Mavie_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Mavie_1	2	False	trigger_q_64.mp4	hab	hab2	test_session	occlusion_habituation_100fps.mp4	2	4500	Mavie_1.edf	RIGHT	condition: phase	138000.00	4563.50	620	1262	0.3977	false	.	764	2	22	[22]	2	3810	1	29.30	546.50	1	1262	5111	0.5000	2	79.30	-543.40	3810	12.88	-160.39	3809	1	3743	0.5000	2	0	1	1	.	0	1523	498	.	.	23	.	left_AOI	498	1	4614	222.40	517.30	1262	5111	0.5000	2	79.30	-543.40	3810	3.86	6.28	4613	2	4574	-50	1	1	4564.00	4563.00	.	0	0	1	1	1	1	2785	250	1	498	1	4614	222.40	517.30	.	.	.	.	.	.	.	1262	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 22]	true	8285046	6	video_running	true	8281696	Fixations	3173.00	4	3	Trial: 2	8278341	2	.	.	.
Mavie_1	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Mavie_1	3	False	trigger_q_64.mp4	hab	hab3	test_session	occlusion_habituation_100fps.mp4	3	4500	Mavie_1.edf	RIGHT	condition: phase	138000.00	.	620	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	.	0	0	0	.	.	21	.	right_AOI	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	774	0	0	.	.	.	.	.	.	.	.	.	.	1074	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	160	RECTANGLE	[22, 23, 0, 22]	true	8291244	6	video_running	true	8287885	Fixations	3167.00	4	3	Trial: 3	8286781	2	.	.	.
